Symbol,Name,Index,Description,Category,Provider
FAN,First Trust ISE Global Wind Energy ETF,ISE Global Wind Energy Index,Companies in the index universe that are identified as providing goods and services exclusively to the wind energy industry are given an aggregate weight of 66.67% of the index. Those companies determined to be significant participants in the wind energy industry despite not being exclusive to such industry are given an aggregate weight of 33.33% of the index.,Energy Equities,First Trust
FAS,Direxion Financial Bull 3X Shares,Russell 1000 Financial Services Index (300%),The Russell 1000 Financial Services Index is a capitalization-weighted index of companies that provide financial services.,Leveraged Equities,Direxion
FAZ,Direxion Financial Bear 3X Shares,Russell 1000 Financial Services Index (-300%),The Russell 1000 Financial Services Index is a capitalization-weighted index of companies that provide financial services.,Leveraged Equities,Direxion
FBT,First Trust Amex Biotech Index Fund,NYSE Arca Biotechnology Index,The NYSE Arca Biotechnology Index is an equal dollar weighted index designed to measure the performance of a cross section of companies in the biotechnology industry that are primarily involved in the use of biological processes to develop products or provide services,Health & Biotech Equities,First Trust
FCG,First Trust ISE-Revere Natural Gas,ISE-Revere Natural Gas Index,The ISE-Revere Natural Gas Index is an equal-weighted index comprised of exchange-listed companies that derive a substantial portion of their revenues from the exploration and production of natural gas.,Energy Equities,First Trust
FCHI,iShares FTSE China (HK Listed) Index Fund,FTSE China (HK Listed) Index,The index measures the performance of large and mid cap Chinese companies available to international investors.,China Equities,iShares
FCV,FaithShares Catholic Values ETF,FaithShares Catholic Values Index,"The CV Index is designed to measure the performance of U.S. large capitalization companies that operate in accordance with the U.S. Conference of Catholic Bishops' Socially Responsible Investment Guidelines. Companies considered for inclusion in the CV Index are evaluated based on their Catholic Values, which cover the following areas: respecting human life; promoting human dignity; reducing arms production; pursuing economic justice; protecting the environment; and encouraging corporate responsibility.",Large Cap Blend Equities,FaithShares
FDD,First Trust Dow Jones STOXX Select Dividend 30 Index Fund,Dow Jones STOXX Select Dividend 30 Index,The Index is a dividend weighted index of 30 stocks selected from the Dow Jones STOXX 600 Index which includes high-dividend yielding companies across 18 European countries.,Europe Equities,First Trust
FDL,First Trust Morningstar ETF,Morningstar Dividend Leaders Index,"The index consists of stocks listed on one of the three major exchanges, NYSE, NYSE Amex or the NASDAQ, that have shown dividend consistency and dividend sustainability. Real Estate Investment Trusts (REITs) are not included.",Large Cap Value Equities,First Trust
FDM,First Trust DJ Select MicroCap ETF,Dow Jones Select Microcap Index,"This index is designed to represent microcap stocks trading on the New York Stock Exchange, NYSE Amex and Nasdaq that are comparatively liquid and have strong fundamentals relative to the microcap segment as a whole.",Small Cap Blend Equities,First Trust
FDN,First Trust DJ Internet Index Fund,Dow Jones Internet Index,"For a stock to be included in the selection universe for the index, a company must generate at least 50% of its annual sales/revenues from the Internet.",Technology Equities,First Trust
FDV,First Trust DB Strategic Value ETF,Deutsche Bank CROCI US+ Index,The Deutsche Bank CROCI US+ Index is intended to reflect the total return performance of the forty shares in the Selection Pool with the lowest positive CROCI Economic Price Earnings Ratios. The Selection Pool is determined by taking the 251 shares with the highest Market Capitalization in the S&P 500 Index and then excluding from that initial pool of 251 shares any shares issued by financial companies.,Large Cap Value Equities,First Trust
FEFN,MSCI Far East Financials Sector Index Fund,MSCI Far East Financials Index,"The index is a free float-adjusted, market capitalization-weighted index designed to measure the combined equity market performance of the financials sector of developed market countries in the Far East region. Component securities include those of banks, diversified financial companies, insurance companies, and real estate companies.",Asia Pacific Equities,iShares
FEU,SPDR DJ STOXX 50 Etf,Dow Jones STOXX 50,"The Dow Jones STOXX 600 TMI Supersector Indexes are subsets of the pan-European Dow Jones STOXX Total Market Index and contain 600 of the largest stocks traded on the major exchanges in Europe. The Dow Jones STOXX 50 Index is a free float, market capitalization weighted index that captures approximately 60% of the underlying market capitalization of the pan-European Dow Jones STOXX Total Market Index. The Dow Jones STOXX Total Market Index covers approximately 95% of the free-float market capitalization of the investable universe in Europe.",Europe Equities,State Street
FEX,First Trust Large Cap Core AlphaDEX,Defined Large Cap Core Index,The index is an enhanced index created and administered by S&P which employs the AlphaDEX stock selection methodology to select stocks from the S&P 500 Index.,Large Cap Blend Equities,First Trust
FEZ,SPDR DJ Euro STOXX 50 Etf,Dow Jones EURO STOXX 50 Index,"The Dow Jones EURO STOXX TMI Supersector Indexes represent the Eurozone portion of the Dow Jones EURO STOXXTotal Market Index. The Dow Jones EURO STOXX 50 Index is a free float, market capitalization weighted index that captures approximately 60% of the underlying market capitalization of the Dow Jones EURO STOXX Total Market Index. The Dow Jones EURO STOXX Total Market Index covers approximately 95% of the free-float market capitalization of the investable universe in the Eurozone.",Europe Equities,State Street
FFR,First Trust FTSE EPRA/NAREIT Global Real Estate Index Fund,FTSE EPRA/NAREIT Developed Index,"The Index is designed to measure the stock performance of companies engaged in specific real estate activities of the North American, European and Asian real estate markets. Relevant real estate activities are defined as the ownership, trading and development of income-producing real estate.",Global Real Estate,First Trust
FGD,First Trust DJ Global Select Dividend,Dow Jones Global Select Dividend Index,"The Index is an indicated annual dividend yield weighted index of 100 stocks selected from the developed market portion of the Dow Jones World Index, subject to certain buffers designed to limit turnover.",Global Equities,First Trust
FIO,iShares FTSE NAREIT Industrial/Office Index Fund,FTSE NAREIT Industrial/Office Capped Index,The index measures the performance of the industrial and office real estate sector of the U.S. equity market.,Real Estate,iShares
FIVZ,PIMCO 3-7 Year U.S. Treasury Index Fund,BofA Merrill Lynch 3-7 Year US Treasury Index,The BofA Merrill Lynch 3-7 Year US Treasury Index is an unmanaged index that tracks the performance of the direct Sovereign debt of the U.S. Government with at least $1 billion in outstanding face value and a remaining term to final maturity of at least 3 years and less than 7 years. It is not possible to invest directly in an unmanaged index.,Government Bonds,PIMCO
FIW,First Trust ISE Water Index Fund,ISE Water Index,The ISE Water Index is a modified market capitalization-weighted index comprised of exchange-listed companies that derive a substantial portion of their revenues from the potable and wastewater industry.,Miscellaneous Sector Equities,First Trust
FKL,FaithShares Lutheran Values Fund,FaithShares Lutheran Values Index,"The LV Index is designed to measure the performance of U.S. large capitalization companies that operate in accordance with the guidelines for social investing and shareholder advocacy recommended by various Lutheran denominations. The LV Index avoids companies involved in certain harmful products and services, nuclear military weaponry, and hazardous environmental impact.",Large Cap Blend Equities,FaithShares
FLM,First Trust ISE Glb Engnrg And Const Idx,ISE Global Engineering and Construction Index,"The index specifically targets companies that are engaged in large civil and capital projects such as infrastructure, utilities, transportation, telecommunications, commercial, residential, and commerce facilities and whose roles are within the engineering, designing, planning, consulting, project managing, and/or constructing of these projects.",Miscellaneous Sector Equities,First Trust
FMV,FaithShares Methodist Values ETF,FaithShares Methodist Values Index,"The MV Index is designed to measure the performance of U.S. large capitalization companies that operate in accordance with the investment philosophy of the United Methodist Church. Companies considered for inclusion in the MV Index are evaluated based on their Methodist Values, which cover the following areas: the natural world; the nurturing community; the social community; the economic community; the political community; and the world community.",Large Cap Blend Equities,FaithShares
